Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
30	3322981	management issues , including the fishing industry . &lt;p&gt;  Again , he did not say whether Mr Zussino would also	<<< be stood >>>	down . &lt;p&gt;  In a recent article in The Australian Financial Review , former premier Peter Beattie admitted @ @	management_nn1 issues_nn2 ,_, including_ii_vvg@ the_at fishing_nn1 industry_nn1 ._. &lt;p&gt; _null Again_rt ,_, he_pphs1 did_vdd not_xx say_vvi whether_csw Mr_nnb Zussino_np1 would_vm also_rr	<<< be_vbi stood_vvn@ >>>	down_rp ._. &lt;p&gt; _null In_ii a_at1 recent_jj article_nn1 in_ii The_at Australian_jj Financial_jj_np1 Review_nn1 ,_, former_da premier_nn1_jj Peter_np1 Beattie_np1 admitted_vvd @_ii @_ii	Australia	wlp_au_b02.txt	UNESCO shock waves - Menzies House	Blog	http://www.menzieshouse.com.au/2012/06/unesco-shock-waves.html	1163	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=29	40190738	40190739
31	3323276	put to too much hardship in doing that . &lt;p&gt;   It 's sad to here that these people have	<<< been stood >>>	aside and the businesses will suffer , those contracting businesses , but there 's probably other opportunities for them too	put_vvn to_ii too_rg much_da1 hardship_nn1 in_ii doing_vdg that_dd1 ._. &lt;p&gt; _null  It_pph1 's_vbz sad_jj to_ii here_rl that_cst these_dd2 people_nn have_vh0	<<< been_vbn stood_vvn@ >>>	aside_rl and_cc the_at businesses_nn2 will_vm suffer_vvi ,_, those_dd2 contracting_jj_vvg businesses_nn2 ,_, but_ccb there_ex 's_vbz probably_rr other_jj opportunities_nn2 for_if them_ppho2 too_rr@	Australia	wlp_au_b02.txt	Contractors will struggle to find work in Bowen Basin - Mining Australia	Blog	http://www.miningaustralia.com.au/news/contractors-will-struggle-to-find-work-in-bowen-ba	377	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=30	40284248	40284249
32	3325055	then deciding Thomson was ' guilty enough ' to be removed from the Labor caucus . This resulted in Thomson	<<< being stood >>>	aside from the Labor caucus on 29 April when Gillard declared that Thomson had ' crossed the line ' .	then_rt deciding_vvg Thomson_np1 was_vbdz '_ge guilty_jj enough_rr '_ge to_to be_vbi removed_vvn from_ii the_at Labor_nn1 caucus_nn1 ._. This_dd1 resulted_vvd_vvn in_ii Thomson_np1	<<< being_vbg stood_vvn@ >>>	aside_ii21 from_ii22 the_at Labor_nn1 caucus_nn1 on_ii 29_mc April_npm1 when_rrq_cs Gillard_np1 declared_vvd that_cst Thomson_np1 had_vhd '_ge_@ crossed_vvd_vvn the_at line_nn1 '_ge ._.	Australia	wlp_au_b02.txt	Thomson vote affair turns spotlight on the Liberals - On Line Opinion	Blog	http://www.onlineopinion.com.au/view.asp?article=13727	1011	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=31	40708479	40708480
33	3326258	and during a break of play during their loss against Bristol City last weekend , the players were said to	<<< be stood >>>	alone on the pitch for several minutes -- the signs are not good . Wolves away @ @ @ @	and_cc during_ii a_at1 break_nn1 of_io play_nn1 during_ii their_appge loss_nn1 against_ii Bristol_np1 City_nn1 last_md weekend_nnt1 ,_, the_at players_nn2 were_vbdr said_vvn@ to_to	<<< be_vbi stood_vvn@ >>>	alone_rr_jj on_ii the_at pitch_nn1 for_if several_da2 minutes_nnt2 --_zz the_at signs_nn2 are_vbr not_xx good_jj ._. Wolves_nn2 away_rl @_ii @_ii @_ii @_ii	Australia	wlp_au_b02.txt	PlayUp Insider: Top 5 weekend football betting tips | PlayUp UK	Blog	http://www.playup.com/blog/uk/2012/09/21/playup-insider-top-5-weekend-football-betting-tips/	621	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=32	41061467	41061468
34	3331682	Slipper should stand down for his sexist comment -Julia and the ALP handbag hit squad thinks that Slipper should not	<<< be stood >>>	down @ @ @ @ @ @ @ @ @ @ &lt;p&gt;  What Julia , Nicola , Tanya etc seem	Slipper_nn1 should_vm stand_vvi down_rp for_if his_appge sexist_jj comment_nn1 -Julia_np1 and_cc the_at ALP_nn1_np1 handbag_nn1 hit_vvd_vvn_nn1@ squad_nn1 thinks_vvz that_dd1_cst Slipper_nn1 should_vm not_xx	<<< be_vbi stood_vvn@ >>>	down_rp @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii &lt;p&gt; _null What_ddq Julia_np1 ,_, Nicola_np1 ,_, Tanya_np1 etc_ra seem_vv0	Australia	wlp_au_b02.txt	Shocks, shame and shuck ups in the halls of power | Article | The	Blog	http://www.thepunch.com.au/articles/shocks-shame-and-shuck-ups-in-the-halls-of-power/	56052	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=33	43033183	43033184
35	3331682	s role . There is a huge difference in the two and the court is not influenced by a speaker	<<< being stood >>>	down for such appropriate texts . @ @ @ @ @ @ @ @ @ @ Parliament debates yesterday from	s_zz1 role_nn1 ._. There_ex is_vbz a_at1 huge_jj difference_nn1 in_ii the_at two_mc and_cc the_at court_nn1 is_vbz not_xx influenced_vvn by_ii a_at1 speaker_nn1	<<< being_vbg stood_vvn@ >>>	down_rp for_if such_da appropriate_jj texts_nn2 ._. @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii Parliament_nn1 debates_nn2 yesterday_rt from_ii	Australia	wlp_au_b02.txt	Shocks, shame and shuck ups in the halls of power | Article | The	Blog	http://www.thepunch.com.au/articles/shocks-shame-and-shuck-ups-in-the-halls-of-power/	56052	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=34	43036997	43036998
36	3331682	Matt Price , ' The Australian ' :  Internally Julia 's an incredibly divisive person . So far she	<<< 's stood >>>	for Simon Crean , Mark Latham and Medicare Gold , and I just think that 's going to taint her	Matt_np1 Price_np1_nn1 ,_, '_ge_@ The_at Australian_nn1@_jj '_ge_@ :_:  Internally_rr Julia_np1 's_vbz an_at1 incredibly_rr divisive_jj person_nn1 ._. So_rg far_rr she_pphs1	<<< 's_vbz_vhz@ stood_vvn@ >>>	for_if Simon_np1 Crean_np1 ,_, Mark_np1 Latham_np1 and_cc Medicare_np1 Gold_nn1 ,_, and_cc I_ppis1 just_rr think_vv0 that_dd1_cst 's_vbz going_vvgk to_to taint_vvi her_ppho1	Australia	wlp_au_b02.txt	Shocks, shame and shuck ups in the halls of power | Article | The	Blog	http://www.thepunch.com.au/articles/shocks-shame-and-shuck-ups-in-the-halls-of-power/	56052	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=35	43094647	43094648
37	3331682	&lt;h&gt;  Peter says : &lt;p&gt;  03:58pm 10/10/12 &lt;p&gt;  So it is alleged that Tony Abbott is a misogynist because he	<<< was stood >>>	near somebody who held a sign with a rude comment about Gillard . &lt;p&gt;  Apparently he is also a misogynist	&lt;h&gt; _null Peter_np1 says_vvz :_: &lt;p&gt; _null 03:58pm_fo 10/10/12_mf &lt;p&gt; _null So_rr it_pph1 is_vbz alleged_vvn_jj that_cst Tony_np1 Abbott_np1 is_vbz a_at1 misogynist_nn1 because_cs he_pphs1	<<< was_vbdz stood_vvn@ >>>	near_ii_rl somebody_pn1 who_pnqs held_vvd a_at1 sign_nn1 with_iw a_at1 rude_jj comment_nn1 about_ii Gillard_np1 ._. &lt;p&gt; _null Apparently_rr he_pphs1 is_vbz also_rr a_at1 misogynist_nn1	Australia	wlp_au_b02.txt	Shocks, shame and shuck ups in the halls of power | Article | The	Blog	http://www.thepunch.com.au/articles/shocks-shame-and-shuck-ups-in-the-halls-of-power/	56052	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=36	43095996	43095997
38	3740190	the party , fix your own party rather than calling what should happen with Labor . The person who should	<<< be stood >>>	down is Julia Gillard , 70% of the country disapprove of her as PM and those figures have barely changed	the_at party_nn1 ,_, fix_vv0 your_appge own_da party_nn1 rather_ii21 than_ii22 calling_vvg what_ddq should_vm happen_vvi with_iw Labor_nn1 ._. The_at person_nn1 who_pnqs should_vm	<<< be_vbi stood_vvn@ >>>	down_rp is_vbz Julia_np1 Gillard_np1 ,_, 70%_nnu of_io the_at country_nn1 disapprove_vv0 of_io her_ppho1 as_csa_ii@ PM_np1 and_cc those_dd2 figures_nn2 have_vh0 barely_rr changed_vvn	Australia	wlp_au_b02.txt	The world belongs to Kevin. It always will. | Article | The Punch	Blog	http://www.thepunch.com.au/articles/the-world-belongs-to-kevin-it-always-will/	7633	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=37	48578896	48578897
39	67102	caveat that this may no longer be the position of the RCC , since nearly everything they taught me has	<<< been stood >>>	on its head . Our host appeared and verified what I said as valid , and in turn I checked	caveat_nn1 that_cst this_dd1 may_vm no_rr21 longer_rr22 be_vbi the_at position_nn1 of_io the_at RCC_np1 ,_, since_cs nearly_rr everything_pn1 they_pphs2 taught_vvd me_ppio1 has_vhz	<<< been_vbn stood_vvn@ >>>	on_ii its_appge head_nn1 ._. Our_appge host_nn1 appeared_vvd_vvn@ and_cc verified_vvd_vvn what_ddq I_ppis1 said_vvd as_rg@_csa valid_jj ,_, and_cc in_ii turn_nn1 I_ppis1 checked_vvd	Australia	wlp_au_g01.txt	Good News to all (Australian) Men (and Women): ABC to televise	General	http://scecclesia.com/?p=857	1050	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=38	51137159	51137160
40	130205	then we will see just what was said at that meeting . What I do know is that that priest	<<< was stood >>>	down in 1992 ... 1992 , he was prevented from working as a priest from that date . &lt;p&gt;  LEIGH	then_rt we_ppis2 will_vm see_vvi just_rr what_ddq was_vbdz said_vvn@ at_ii that_dd1 meeting_nn1 ._. What_ddq I_ppis1 do_vd0 know_vvi is_vbz that_cst that_dd1 priest_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp in_ii 1992_mc ..._... 1992_mc ,_, he_pphs1 was_vbdz prevented_vvn from_ii working_vvg as_ii a_at1 priest_nn1 from_ii that_dd1 date_nn1 ._. &lt;p&gt; _null LEIGH_np1	Australia	wlp_au_g01.txt	Watch: Archbishop Pell reacts to abuse inquiry - 7.30 - ABC	General	http://www.abc.net.au/7.30/content/2012/s3632078.htm	1707	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=39	53351189	53351190
41	346205	should contact Maurice Blackburn on 1800 810 856 . &lt;h&gt;  @ @ @ @ @ @ @ @ @ @	<<< be stood >>>	down ? &lt;p&gt;  The Fair Work Act allows employers to stand down employees where they can not usefully be employed	should_vm contact_vvi Maurice_np1 Blackburn_np1 on_ii 1800_mc 810_mc 856_mc ._. &lt;h&gt; _null @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	<<< be_vbi stood_vvn@ >>>	down_rp ?_? &lt;p&gt; _null The_at Fair_jj Work_nn1 Act_nn1 allows_vvz employers_nn2 to_to stand_vvi down_rp employees_nn2 where_cs_rrq they_pphs2 can_vm not_xx usefully_rr be_vbi employed_vvn	Australia	wlp_au_g01.txt	Emplyment rights for flood victims	General	http://www.mauriceblackburn.com.au/areas-of-practice/employment--industrial-law/vic-floods-employment-rights.aspx	1515	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=40	59825967	59825968
42	346205	these periods of stand down . &lt;p&gt;  Your employer may allow you to take paid or unpaid leave instead of	<<< being stood >>>	down . &lt;p&gt;  The Fair Work Act provisions do not apply where an industrial instrument or contract of employment includes	these_dd2 periods_nn2 of_io stand_nn1_vv0 down_rp ._. &lt;p&gt; _null Your_appge employer_nn1 may_vm allow_vvi you_ppy to_to take_vvi paid_vvn_jj@ or_cc unpaid_jj leave_nn1 instead_ii21 of_ii22	<<< being_vbg stood_vvn@ >>>	down_rp ._. &lt;p&gt; _null The_at Fair_jj Work_nn1 Act_nn1 provisions_nn2 do_vd0 not_xx apply_vvi where_rrq_cs an_at1 industrial_jj instrument_nn1 or_cc contract_nn1 of_io employment_nn1 includes_vvz	Australia	wlp_au_g01.txt	Emplyment rights for flood victims	General	http://www.mauriceblackburn.com.au/areas-of-practice/employment--industrial-law/vic-floods-employment-rights.aspx	1515	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=41	59826059	59826060
43	411003	it had become . Crean should have dwelled on his own consistent position - demanding in February 2002 that Hollingworth	<<< be stood >>>	aside when allegations first emerged that he had turned a blind eye to child sex abuse . ( Walker T.	it_pph1 had_vhd become_vvn@ ._. Crean_nn1_np1@ should_vm have_vhi dwelled_vvn@ on_ii his_appge own_da consistent_jj position_nn1 -_- demanding_vvg in_ii February_npm1 2002_mc that_cst Hollingworth_np1	<<< be_vbi stood_vvn@ >>>	aside_rl when_cs_rrq allegations_nn2 first_md emerged_vvd that_cst he_pphs1 had_vhd turned_vvn a_at1 blind_jj eye_nn1 to_ii child_nn1 sex_nn1 abuse_nn1 ._. (_( Walker_np1 T._np1	Australia	wlp_au_g01.txt	About Child Sex Abuse	General	http://cpds.apana.org.au/Teams/Articles/child_abuse.htm	25656	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=42	60602396	60602397
44	411003	voice of the notorious Bob Katter Australian Party attack ad -- roundly condemned by all sides of politics -- has	<<< been stood >>>	down by the national broadcaster . &lt;p&gt;  Suzanne McGill , a casually-employed Saturday breakfast host of ABC South West WA	voice_nn1 of_io the_at notorious_jj Bob_nn@_np1 Katter_vv0_np1 Australian_jj Party_nn1 attack_nn1_vv0 ad_nn1 --_zz roundly_rr condemned_vvn by_ii all_db sides_nn2 of_io politics_nn1 --_zz has_vhz	<<< been_vbn stood_vvn@ >>>	down_rp by_ii the_at national_jj broadcaster_nn1 ._. &lt;p&gt; _null Suzanne_np1 McGill_np1 ,_, a_at1 casually-employed_jj_nn1 Saturday_npd1 breakfast_nn1_vv0@ host_nn1 of_io ABC_np1 South_nd1 West_nd1 WA_np1_nn1	Australia	wlp_au_g01.txt	About Child Sex Abuse	General	http://cpds.apana.org.au/Teams/Articles/child_abuse.htm	25656	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=43	60614105	60614106
45	503101	sexual assault is aired on National Television , except of course , that the allegation is anonymous . The player	<<< was stood >>>	down for a year at the time . This does not support the Code of Silence theme . It seems	sexual_jj assault_nn1 is_vbz aired_vvn on_ii National_jj Television_nn1 ,_, except_cs of_rr21 course_rr22 ,_, that_cst the_at allegation_nn1 is_vbz anonymous_jj ._. The_at player_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp for_if a_at1 year_nnt1 at_ii the_at time_nnt1 ._. This_dd1 does_vdz not_xx support_vvi the_at Code_nn1 of_io Silence_nn1 theme_nn1 ._. It_pph1 seems_vvz	Australia	wlp_au_g01.txt	One of the boys - The Drum Opinion (Australian Broadcasting - ABC	General	http://www.abc.net.au/unleashed/30818.html	62493	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=44	63955578	63955579
46	607815	to him as a character , became frequent in the God 's Providence Inn under his guidance , stood and	<<< was stood >>>	drinks and concealed a great ignorance of horses until Hinks became urgent for him to play billiards or bet .	to_ii him_ppho1 as_ii_csa a_at1 character_nn1 ,_, became_vvd frequent_jj in_ii the_at God_np1 's_ge Providence_np1 Inn_nn1 under_ii his_appge guidance_nn1 ,_, stood_vvd and_cc	<<< was_vbdz stood_vvn@ >>>	drinks_nn2 and_cc concealed_vvn a_at1 great_jj ignorance_nn1 of_io horses_nn2 until_cs_ii@ Hinks_np1_nn2 became_vvd urgent_jj for_if him_ppho1 to_to play_vvi billiards_nn2 or_cc bet_nn1_vv0 ._.	Australia	wlp_au_g01.txt	The History of Mr. Polly / H. G. Wells	General	http://ebooks.adelaide.edu.au/w/wells/hg/w45hm/complete.html	67454	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=45	67504766	67504767
47	625802	offenders , destroys evidence and moves priests to protect the good name of the church  and said that he	<<< was stood >>>	down from his investigation while he was compiling  explosive  evidence from a key witness . &lt;p&gt;  His claims	offenders_nn2 ,_, destroys_vvz evidence_nn1 and_cc moves_vvz_nn2 priests_nn2 to_to protect_vvi the_at good_jj name_nn1 of_io the_at church_nn1  and_cc said_vvd that_cst he_pphs1	<<< was_vbdz stood_vvn@ >>>	down_rp from_ii his_appge investigation_nn1 while_cs he_pphs1 was_vbdz compiling_vvg  explosive_jj  evidence_nn1 from_ii a_at1 key_jj witness_nn1 ._. &lt;p&gt; _null His_appge claims_nn2	Australia	wlp_au_g01.txt	Tony Abbott supports royal commission into child sex abuse | The	General	http://www.couriermail.com.au/news/national/child-abuse-inquiry-needed-sooner-rather-than-later/story-fncyva0b-1226515004476	1379	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=46	68076398	68076399
48	638209	, drawing attention to anything anomalous or worthy of special attention . &lt;p&gt;  Your claim that ' property rights must	<<< be stood >>>	@ @ @ @ @ @ @ @ @ @ and acted upon , and what led to the deaths	,_, drawing_vvg_nn1 attention_nn1 to_ii anything_pn1 anomalous_jj or_cc worthy_jj_nn1@ of_io special_jj attention_nn1 ._. &lt;p&gt; _null Your_appge claim_nn1 that_dd1 '_vbz property_nn1 rights_nn2 must_vm	<<< be_vbi stood_vvn@ >>>	@_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii and_cc acted_vvn_vvd upon_ii ,_, and_cc what_ddq led_vvd to_ii the_at deaths_nn2	Australia	wlp_au_g01.txt	Evidence is overrated when you're a conspiracy theorist - The Drum	General	http://www.abc.net.au/unleashed/33900.html	91476	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=47	68519608	68519609
49	656112	not understand how people who make politics their career did n't expose Rudds stupidity alot earlier. ; i.e when he	<<< was stood >>>	down as PM &lt;h&gt;  clazberri says : &lt;h&gt;  Smithy says : &lt;p&gt;  07:55am 25/02/12 &lt;p&gt;  Thanks for this article Laurie	not_xx understand_vvi how_rrq people_nn who_pnqs make_vv0 politics_nn1 their_appge career_nn1 did_vdd n't_xx expose_vvi Rudds_np2 stupidity_nn1 alot_vv0_nn1 earlier._nnu ;_; i.e_rex when_cs he_pphs1	<<< was_vbdz stood_vvn@ >>>	down_rp as_csa_ii@ PM_np1 &lt;h&gt; _null clazberri_nn2 says_vvz :_: &lt;h&gt; _null Smithy_np1 says_vvz :_: &lt;p&gt; _null 07:55am_fo 25/02/12_mf &lt;p&gt; _null Thanks_nn2 for_if this_dd1 article_nn1 Laurie_np1	Australia	wlp_au_g01.txt	The World According to Rudd: an insider's guide | Article | The Punch	General	http://www.thepunch.com.au/articles/the-world-according-to-rudd-an-insiders-guide/	44360	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=48	69253278	69253279
50	753109	it looks like the south of France . But instead ( and in lieu of video screens ) , you	<<< 're stood >>>	watching Grizzly Bear or Santigold and wondering how Avis and AEL ( Australian Entertainment and Lighting ) designed the logos	it_pph1 looks_vvz like_ii the_at south_nd1 of_io France_np1 ._. But_ccb instead_rr (_( and_cc in_ii31 lieu_ii32 of_ii33 video_nn1 screens_nn2_vvz@ )_) ,_, you_ppy	<<< 're_vbr stood_vvn@ >>>	watching_vvg Grizzly_jj_nn1 Bear_nn1 or_cc Santigold_np1_nn1_vv0 and_cc wondering_vvg how_rrq_rgq@ Avis_np2 and_cc AEL_np1 (_( Australian_jj Entertainment_nn1 and_cc Lighting_nn1 )_) designed_vvd the_at logos_nn2	Australia	wlp_au_g01.txt	TheVine - Report: Harvest Festival, Melbourne 2012 - Life &amp; pop	General	http://www.thevine.com.au/music/live-reviews/report-harvest-melbourne-2012/	1783	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=49	72097212	72097213
51	16933	offenders , destroys evidence and moves priests to protect the good name of the church  and said that he	<<< was stood >>>	down from his investigation while he was compiling  explosive  evidence from a key witness . &lt;p&gt;  His claims	offenders_nn2 ,_, destroys_vvz evidence_nn1 and_cc moves_vvz_nn2 priests_nn2 to_to protect_vvi the_at good_jj name_nn1 of_io the_at church_nn1  and_cc said_vvd that_cst he_pphs1	<<< was_vbdz stood_vvn@ >>>	down_rp from_ii his_appge investigation_nn1 while_cs he_pphs1 was_vbdz compiling_vvg  explosive_jj  evidence_nn1 from_ii a_at1 key_jj witness_nn1 ._. &lt;p&gt; _null His_appge claims_nn2	Australia	wlp_au_g02.txt	Tony Abbott supports royal commission into child sex abuse | News	General	http://www.news.com.au/national/child-abuse-inquiry-needed-sooner-rather-than-later/story-fncynjr2-1226515004476	1667	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=50	74327907	74327908
