Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
30	3320490	wedding gift when I was broke a few years ago and was less than thrilled to see them shortly afterwards	<<< being sat >>>	on by their fat , hair-shedding cat . Of course , it was none of my business what they chose	wedding_nn1 gift_nn1 when_cs_rrq I_ppis1 was_vbdz broke_vvn% a_at1 few_da2 years_nnt2 ago_ra and_cc was_vbdz less_rrr_dar than_csn thrilled_vvn_jj to_to see_vvi them_ppho2 shortly_rr afterwards_rt	<<< being_vbg sat_vvn@ >>>	on_rp@ by_ii their_appge fat_nn1_jj ,_, hair-shedding_jj_nn1 cat_nn1 ._. Of_rr21 course_rr22 ,_, it_pph1 was_vbdz none_pn of_io my_appge business_nn1 what_ddq they_pphs2 chose_vvd	Australia	wlp_au_b02.txt	10 bad wedding gift categories to avoid giving | It's In The Stars	Blog	http://www.itsinthestarsonline.com/10-bad-wedding-gift-categories-to-avoid-giving/	540	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=29	39364236	39364237
31	3331682	agree then that both parties need work , both leaders need a clip around the ear and all need to	<<< be sat >>>	down and read the riot act  Grow up , do your jobs or get the hell out of here	agree_vvi then_rt that_cst both_db2 parties_nn2 need_vv0 work_nn1_vv0 ,_, both_db2 leaders_nn2 need_vv0 a_at1 clip_nn1 around_ii the_at ear_nn1 and_cc all_db_rr@ need_vv0 to_to	<<< be_vbi sat_vvn@ >>>	down_rp and_cc read_vv0_vvd the_at riot_nn1 act_nn1_vv0  Grow_vv0 up_rp ,_, do_vd0 your_appge jobs_nn2 or_cc get_vv0 the_at hell_nn1 out_ii21 of_ii22 here_rl	Australia	wlp_au_b02.txt	Shocks, shame and shuck ups in the halls of power | Article | The	Blog	http://www.thepunch.com.au/articles/shocks-shame-and-shuck-ups-in-the-halls-of-power/	56052	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=30	43043278	43043279
32	3332582	which is exactly what I did ( except the ones from dodgy looking people ) . Behind the table I	<<< was sat >>>	on were about 30 football guys . They started chatting to me and suddenly I became a part of the	which_ddq is_vbz exactly_rr what_ddq I_ppis1 did_vdd (_( except_cs_ii the_at ones_nn2 from_ii dodgy_jj looking_vvg_jj% people_nn )_) ._. Behind_ii the_at table_nn1 I_ppis1	<<< was_vbdz sat_vvn@ >>>	on_rp@ were_vbdr about_rg 30_mc football_nn1 guys_nn2 ._. They_pphs2 started_vvd chatting_vvg to_ii me_ppio1 and_cc suddenly_rr I_ppis1 became_vvd a_at1 part_nn1 of_io the_at	Australia	wlp_au_b02.txt	Airlie Beach (the second time around) | Travel Blog	Blog	http://www.travelblog.org/Oceania/Australia/Queensland/Airlie-Beach/blog-753973.html	1865	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=31	43483148	43483149
33	3731775	me to perv at everyone 's food that walks by and the barmen making Sunday Session cocktails . Beautiful to	<<< be sat >>>	NEXT TO ( cuddle cuddle ) rather than OPPOSITE ( confrontational ) for once . My stomach is churns deeply	me_ppio1 to_ii perv_nn1 at_ii everyone_pn1 's_ge food_nn1 that_cst_dd1 walks_vvz by_ii_rp% and_cc the_at barmen_nn2 making_vvg_nn1@ Sunday_npd1 Session_nnt1 cocktails_nn2 ._. Beautiful_jj to_to	<<< be_vbi sat_vvn@ >>>	NEXT_ii21 TO_ii22 (_( cuddle_vv0_nn1 cuddle_nn1 )_) rather_ii21 than_ii22 OPPOSITE_jj_rl@_nn1@ (_( confrontational_jj )_) for_rr21 once_rr22 ._. My_appge stomach_nn1 is_vbz churns_nn2 deeply_rr	Australia	wlp_au_b02.txt	How good is the best Sunday lunch in London? | EAT. FAMILY. LOVE.	Blog	http://eatfamilylove.com/index.php/2012/11/25/how-good-is-the-best-sunday-lunch-in-london/	2417	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=32	45011056	45011057
34	3732556	legislation through the Parliament . Looking at this appalling crew , I can only quote Oliver Cromwell  You have	<<< been sat >>>	too long here for any good you have been doing . Depart , I say , and let us have	legislation_nn1 through_ii the_at Parliament_nn1 ._. Looking_vvg at_ii this_dd1 appalling_jj crew_nn1 ,_, I_ppis1 can_vm only_rr quote_vvi Oliver_np1 Cromwell_np1  You_ppy have_vh0	<<< been_vbn sat_vvn@ >>>	too_rg long_rr_jj here_rl for_if any_dd good_jj you_ppy have_vh0 been_vbn doing_vdg ._. Depart_vv0 ,_, I_ppis1 say_vv0 ,_, and_cc let_vv0 us_ppio2 have_vhi	Australia	wlp_au_b02.txt	John Quiggin � In the name of God, go! (repost)	Blog	http://johnquiggin.com/2012/11/19/in-the-name-of-god-go-repost/	3719	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=33	45297973	45297974
35	17119	. Things thrown out of cupboards and off shelves and broken - scary ! &lt;p&gt;  Sale - Felt like I	<<< was sat >>>	on the mobile phone that was vibrating. only to realise the phone was in the hand . &lt;p&gt;  Lynbrook ,	._. Things_nn2 thrown_vvn out_ii21 of_ii22 cupboards_nn2 and_cc off_ii_rp_jj% shelves_nn2 and_cc broken_jj_vvn -_- scary_jj !_! &lt;p&gt; _null Sale_nn1_np1@ -_- Felt_vvn_vvd like_cs%_ii I_ppis1	<<< was_vbdz sat_vvn@ >>>	on_ii the_at mobile_jj_nn1 phone_nn1 that_cst_dd1 was_vbdz vibrating._nnu only_rr to_to_ii realise_vvi the_at phone_nn1 was_vbdz in_ii the_at hand_nn1 ._. &lt;p&gt; _null Lynbrook_np1 ,_,	Australia	wlp_au_g01.txt	Strong earthquake in the greater Melbourne area, Australia	General	http://earthquake-report.com/2012/06/19/strong-earthquake-in-the-greater-melbourne-area-australia/	9756	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=34	49381420	49381421
36	24200	every single question asked of them from the moment they open up their traps . Any minister not immediately relevant	<<< is sat >>>	down by the independent Speaker . This will be hard for , well all of them , but if they	every_at1 single_jj question_nn1 asked_vvd_vvn@ of_io them_ppho2 from_ii the_at moment_nn1 they_pphs2 open_vv0 up_rp their_appge traps_nn2 ._. Any_dd minister_nn1_vv0@ not_xx immediately_rr relevant_jj	<<< is_vbz sat_vvn@ >>>	down_rp by_ii the_at independent_jj Speaker_nn1 ._. This_dd1 will_vm be_vbi hard_jj for_if ,_, well_rr all_db of_io them_ppho2 ,_, but_ccb if_cs they_pphs2	Australia	wlp_au_g01.txt	A New Kind of Question Time for Australia, We've Earned It	General	http://aussiepollies.com/2012/08/21/a-new-kind-of-question-time-for-australia-weve-earned-it/	925	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=35	49668159	49668160
37	24200	measure decibels should be installed and if any one politician records more than a reasonable amount of loudness , they	<<< are sat >>>	down for their screeching . Call it a screechometer if you like . &lt;p&gt;  The number of point 's of	measure_vvi decibels_nnu2 should_vm be_vbi installed_vvn and_cc if_cs_csw@ any_dd one_mc1 politician_nn1 records_vvz@_nn2 more_dar_rrr than_csn a_at1 reasonable_jj amount_nn1 of_io loudness_nn1 ,_, they_pphs2	<<< are_vbr sat_vvn@ >>>	down_rp for_if their_appge screeching_nn1@_jj@ ._. Call_vv0 it_pph1 a_at1 screechometer_jjr_nn1 if_cs you_ppy like_vv0 ._. &lt;p&gt; _null The_at number_nn1 of_io point_nn1 's_vbz of_io	Australia	wlp_au_g01.txt	A New Kind of Question Time for Australia, We've Earned It	General	http://aussiepollies.com/2012/08/21/a-new-kind-of-question-time-for-australia-weve-earned-it/	925	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=36	49668269	49668270
38	39518	says he notices the under tens are everywhere ,  every time I get on a plane I manage to	<<< be sat >>>	next to a child who refuses to sit still or stop screaming and my cafe is teeming with them 	says_vvz he_pphs1 notices_vvz the_at under_rg tens_mc2 are_vbr everywhere_rl ,_,  every_at1 time_nnt1 I_ppis1 get_vv0 on_ii_rp@ a_at1 plane_nn1 I_ppis1 manage_vv0 to_to	<<< be_vbi sat_vvn@ >>>	next_ii21 to_ii22 a_at1 child_nn1 who_pnqs refuses_vvz to_to sit_vvi still_jj or_cc stop_vv0_nn1 screaming_vvg_nn1@_jj@ and_cc my_appge cafe_nn1 is_vbz teeming_jj with_iw them_ppho2 	Australia	wlp_au_g01.txt	The age of intolerance - Essential Kids	General	http://www.essentialkids.com.au/preschoolers/preschooler-behaviour-and-discipline/the-age-of-intolerance-20120329-1vzl3.html	1122	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=37	50161882	50161883
39	91502	we were leaving the sunshine and headed for drizzle rain and cold was just downright depressing ! The boy Bartlett	<<< 's sat >>>	together and Mrs Bartlett and I shared the middle seats . Handsome Boy was the first amusing act of the	we_ppis2 were_vbdr leaving_vvg the_at sunshine_nn1 and_cc headed_vvn for_if drizzle_nn1 rain_nn1 and_cc cold_nn1_jj was_vbdz just_rr downright_rr_jj depressing_jj !_! The_at boy_nn1 Bartlett_np1	<<< 's_vbz_vhz@_ge sat_vvn@_vvd >>>	together_rl and_cc Mrs_nnb Bartlett_np1 and_cc I_ppis1 shared_vvd the_at middle_jj_nn1 seats_nn2 ._. Handsome_jj Boy_nn1 was_vbdz the_at first_md amusing_jj act_nn1 of_io the_at	Australia	wlp_au_g01.txt	A little bit of local hospitality - Turkey - WorldNomads.com	General	http://journals.worldnomads.com/leaandray/story/88602/Turkey/A-little-bit-of-local-hospitality	1345	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=38	51951522	51951523
40	187218	track ( sort of ) . although summer is still only 3 months she has great head control and has	<<< been sat >>>	in there ( with me beside her ) for short periods and already enjoys it . the reason we bought	track_nn1 (_( sort_rr21@ of_rr22 )_) ._. although_cs summer_nnt1 is_vbz still_rr only_rr 3_mc months_nnt2 she_pphs1 has_vhz great_jj head_nn1_jj@ control_nn1 and_cc has_vhz	<<< been_vbn sat_vvn@ >>>	in_ii there_rl (_( with_iw me_ppio1 beside_ii her_ppho1 )_) for_if short_jj periods_nn2 and_cc already_rr enjoys_vvz it_pph1 ._. the_at reason_nn1 we_ppis2 bought_vvd	Australia	wlp_au_g01.txt	Thinking of getting one of those baby entertainers... | Page 1	General	http://www.huggies.com.au/forum/1-baby/58-caring-for-your-baby/168381-thinking-of-getting-one-of-those-baby-entertainers	441	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=39	55068418	55068419
41	316512	young adults , and thought we 'd treat ourselves out to dinner at a fairly up market restaurant only to	<<< be sat >>>	near a noisy , table with small children running amok . I was surprised that children would be taken to	young_jj adults_nn2 ,_, and_cc thought_vvd_nn1 we_ppis2 'd_vm treat_vvi ourselves_ppx2 out_rp to_ii dinner_nn1 at_ii a_at1 fairly_rr up_rp_ii@ market_nn1 restaurant_nn1 only_rr to_to	<<< be_vbi sat_vvn@ >>>	near_ii a_at1 noisy_jj ,_, table_nn1 with_iw small_jj children_nn2 running_vvg amok_rr ._. I_ppis1 was_vbdz surprised_jj_vvn% that_cst children_nn2 would_vm be_vbi taken_vvn to_to	Australia	wlp_au_g01.txt	Should caf�s be able to ban kids? - The team behind body+soul	General	http://blogs.bodyandsoul.com.au/what-body-soul-thinks/article/should-cafes-be-able-to-ban-kids/	16984	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=40	58728190	58728191
42	539114	demonstrate his ability putting together a string of sub formula @ @ @ @ @ @ @ @ @ @	<<< was sat >>>	in a Formula 1 car , on route to a podium at Fuji in his first full season and taking	demonstrate_vvi his_appge ability_nn1 putting_vvg together_rl a_at1 string_nn1 of_io sub_jj_nn1 formula_nn1 @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	<<< was_vbdz sat_vvn@ >>>	in_ii a_at1 Formula_nn1 1_mc1 car_nn1 ,_, on_ii route_nn1 to_ii a_at1 podium_nn1 at_ii Fuji_np1 in_ii his_appge first_md full_jj season_nnt1 and_cc taking_vvg	Australia	wlp_au_g01.txt	There is no shortage of junior talent in F1, what is all the fuss about	General	http://ozformula.com/there-is-no-shortage-of-junior-talent-in-f1-whats-all-the-fuss-about/	856	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=41	65291447	65291448
43	767817	thing we are starting to notice about Australians camping is they all go to bed early . Mom and I	<<< were sat >>>	in the van sharing a bottle of wine and it was only 9.30pm when the next door neighbour asked if	thing_nn1 we_ppis2 are_vbr starting_vvg to_to notice_vvi about_ii_rp@ Australians_nn2 camping_nn1 is_vbz they_pphs2 all_db_rr@ go_vv0 to_ii bed_nn1 early_rr_jj ._. Mom_nn1 and_cc I_ppis1	<<< were_vbdr sat_vvn@ >>>	in_ii the_at van_nn1 sharing_vvg a_at1 bottle_nn1 of_io wine_nn1 and_cc it_pph1 was_vbdz only_rr 9.30pm_ra when_cs_rrq the_at next_md door_nn1 neighbour_nn1 asked_vvd_vvn@ if_cs_csw@	Australia	wlp_au_g01.txt	Cairns to Byron bay | Travel Blog	General	http://www.travelblog.org/Oceania/Australia/Queensland/blog-755939.html	1563	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=42	72621130	72621131
44	767817	of the Indiana Jones ride at Disney and was now starting to think it was not a good idea to	<<< be sat >>>	at the back . We saw the ship wreck on the beach from the 1930 's , had a swim	of_io the_at Indiana_np1 Jones_np1 ride_nn1_vv0 at_ii Disney_np1 and_cc was_vbdz now_rt starting_vvg to_to think_vvi it_pph1 was_vbdz not_xx a_at1 good_jj idea_nn1 to_to	<<< be_vbi sat_vvn@ >>>	at_ii the_at back_nn1 ._. We_ppis2 saw_vvd the_at ship_nn1 wreck_nn1_vv0 on_ii the_at beach_nn1 from_ii the_at 1930_mc221% 's_mc222% ,_, had_vhd a_at1 swim_nn1	Australia	wlp_au_g01.txt	Cairns to Byron bay | Travel Blog	General	http://www.travelblog.org/Oceania/Australia/Queensland/blog-755939.html	1563	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=43	72621878	72621879
45	23839	@ @ @ . In the past couple of days when we have been together at college and i have	<<< been sat >>>	with her and she has seemed distant , on her phone all the time in our group and occasionally just	@_ii @_ii @_ii ._. In_ii the_at past_jj_nn1 couple_nn1 of_io days_nnt2 when_rrq we_ppis2 have_vh0 been_vbn together_rl at_ii college_nn1 and_cc i_zz1_mc1 have_vh0	<<< been_vbn sat_vvn@ >>>	with_iw her_ppho1 and_cc she_pphs1 has_vhz seemed_vvn distant_jj ,_, on_ii her_appge phone_nn1 all_db the_at time_nnt1 in_ii our_appge group_nn1 and_cc occasionally_rr just_rr	Australia	wlp_au_g02.txt	I think my girlfriend may like someone else. What should I do	General	http://au.answers.yahoo.com/question/index?qid=20121115075739AATRGwt	823	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=44	74573733	74573734
46	65020	&lt;p&gt;  Ah yes but the hard thing is , in my family , I 'm the one that needs to	<<< be sat >>>	down and have that talk . I love organising parties and am hoping to get in to event management when	&lt;p&gt; _null Ah_uh yes_uh but_ccb the_at hard_jj thing_nn1 is_vbz ,_, in_ii my_appge family_nn1 ,_, I_ppis1 'm_vbm the_at one_pn1 that_cst needs_vvz to_to	<<< be_vbi sat_vvn@ >>>	down_rp and_cc have_vh0 that_dd1 talk_nn1 ._. I_ppis1 love_vv0 organising_vvg parties_nn2 and_cc am_vbm hoping_vvg to_to get_vvi in_rp@ to_ii event_nn1 management_nn1 when_cs_rrq	Australia	wlp_au_g02.txt	So, you have a 5 year old. � lizosaurus	General	http://lizosaurus.com/2011/12/so-you-have-a-5-year-old/	815	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=45	75993448	75993449
47	143336	closed discriminatory and insular as it is , driven by a psyche of isolation and out-dated phobias , need to	<<< be sat >>>	on its head and overhauled to meet the challenges of the next @ @ @ @ @ @ @ @	closed_jj_vvn discriminatory_jj and_cc insular_jj as_csa it_pph1 is_vbz ,_, driven_vvn by_ii a_at1 psyche_nn1 of_io isolation_nn1 and_cc out-dated_jj phobias_nn2 ,_, need_vv0 to_to	<<< be_vbi sat_vvn@ >>>	on_ii its_appge head_nn1 and_cc overhauled_vvn to_to meet_vvi the_at challenges_nn2 of_io the_at next_md @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	Australia	wlp_au_g02.txt	Where is the PNG Debate on Manus Island? � The Garamut	General	http://garamut.wordpress.com/2012/08/17/where-is-the-png-debate-on-manus-island/	4527	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=46	78673159	78673160
48	296121	from work . He was part of the  everydayness  of life . He was bumped into , he	<<< was sat >>>	beside , he was heard , he was interrupted , he was questioned and he was answered . He laughed	from_ii work_nn1 ._. He_pphs1 was_vbdz part_nn1 of_io the_at  everydayness_nn1  of_io life_nn1 ._. He_pphs1 was_vbdz bumped_vvn into_ii ,_, he_pphs1	<<< was_vbdz sat_vvn@ >>>	beside_ii_rl% ,_, he_pphs1 was_vbdz heard_vvn ,_, he_pphs1 was_vbdz interrupted_vvn ,_, he_pphs1 was_vbdz questioned_vvn and_cc he_pphs1 was_vbdz answered_vvn ._. He_pphs1 laughed_vvd	Australia	wlp_au_g02.txt	Hands of Grace - Geoff Bullock	General	http://www.geoffbullock.com/HOG.html	1313	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=47	82982863	82982864
49	352732	before boarding the flight , prosecutor Martin Fox told Southwark Crown Court in London . &lt;p&gt;  Advertisement &lt;p&gt;   He	<<< was sat >>>	next to a young lady in his bank of seats ,  said Fox . &lt;p&gt;   She heard him	before_ii boarding_vvg the_at flight_nn1 ,_, prosecutor_nn1 Martin_np1 Fox_np1 told_vvd Southwark_np1 Crown_nn1 Court_nn1 in_ii London_np1 ._. &lt;p&gt; _null Advertisement_nn1 &lt;p&gt; _null  He_pphs1	<<< was_vbdz sat_vvn@ >>>	next_ii21 to_ii22 a_at1 young_jj lady_nn1 in_ii his_appge bank_nn1 of_io seats_nn2 ,_,  said_vvd Fox_np1 ._. &lt;p&gt; _null  She_pphs1 heard_vvd him_ppho1	Australia	wlp_au_g02.txt	Drunk Brit told jet passengers 'we are going to blow up'	General	http://www.smh.com.au/travel/travel-incidents/drunk-brit-told-jet-passengers-we-are-going-to-blow-up-20110405-1d0ca.html	361	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=48	84682975	84682976
50	678726	who did watch it , as we 've seen @ @ @ @ @ @ @ @ @ @ 'd	<<< be sat >>>	on the plane ,  Chris Clarkson from UK travel agency Sunshine.co.uk said . &lt;p&gt;   Obviously , that 's	who_pnqs did_vdd watch_vvi it_pph1 ,_, as_csa we_ppis2 've_vh0 seen_vvn @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii 'd_vm	<<< be_vbi sat_vvn@ >>>	on_ii the_at plane_nn1 ,_,  Chris_np1 Clarkson_np1 from_ii UK_np1 travel_nn1_vv0 agency_nn1 Sunshine.co.uk_np1 said_vvd ._. &lt;p&gt; _null  Obviously_rr ,_, that_dd1 's_vbz	Australia	wlp_au_g02.txt	How The Plane Crash documentary changed air travel | News.com.au	General	http://www.news.com.au/travel/news/how-the-plane-crash-documentary-changed-air-travel/story-e6frfq80-1226517107262	358	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=49	94154012	94154013
51	20256	my belongings into the storage space down the side and plugged my phone into the plug socket . &lt;p&gt;  I	<<< was sat >>>	on the front row between two other seats , and I had heaps of legroom . The remote control for	my_appge belongings_nn2 into_ii the_at storage_nn1 space_nn1 down_ii the_at side_nn1 and_cc plugged_vvd@_vvn my_appge phone_nn1 into_ii the_at plug_nn1 socket_nn1 ._. &lt;p&gt; _null I_ppis1	<<< was_vbdz sat_vvn@ >>>	on_ii the_at front_jj_nn1 row_nn1 between_ii two_mc other_jj seats_nn2 ,_, and_cc I_ppis1 had_vhd heaps_nn2 of_io legroom_nn1 ._. The_at remote_jj control_nn1 for_if	Australia	wlp_au_g03.txt	That Time I Was Upgraded to Business Class on Emirates � Pommie	General	http://www.pommietravels.com/2012/02/that-time-i-was-upgraded-to-business-class-on-emirates/	1134	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=50	98545425	98545426
52	132952	left and Alan Fortas standing behind , January 1961 . &lt;p&gt;  Hope Lange holds a sheet of music whilst Elvis	<<< is sat >>>	at the piano , Fox Studios . This could possibly be a run through of ( the movie set )	left_jj_nn1@ and_cc Alan_np1 Fortas_np2 standing_vvg behind_rl@ ,_, January_npm1 1961_mc ._. &lt;p&gt; _null Hope_vv0_np1@ Lange_np1 holds_vvz a_at1 sheet_nn1 of_io music_nn1 whilst_cs Elvis_np1	<<< is_vbz sat_vvn@ >>>	at_ii the_at piano_nn1 ,_, Fox_np1 Studios_nn2 ._. This_dd1 could_vm possibly_rr be_vbi a_at1 run_nn1 through_rp@_ii of_io (_( the_at movie_nn1 set_nn1_vvn )_)	Australia	wlp_au_g03.txt	Inside Wild In The Country - On set &amp; Location 1960	General	http://photos.elvispresley.com.au/movies/wild_in_the_country_3.html	778	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=51	102296947	102296948
53	201251	allocated next to them when they are flying . In the case of a full plane then a female will	<<< be sat >>>	next to the children  . &lt;p&gt;  Further to this I was told that they had incidents of children being	allocated_vvn next_ii21 to_ii22 them_ppho2 when_cs_rrq they_pphs2 are_vbr flying_vvg_jj ._. In_ii the_at case_nn1 of_io a_at1 full_jj plane_nn1 then_rt a_at1 female_nn1 will_vm	<<< be_vbi sat_vvn@ >>>	next_ii21 to_ii22 the_at children_nn2  ._. &lt;p&gt; _null Further_rrr_jjr to_ii this_dd1 I_ppis1 was_vbdz told_vvn that_cst they_pphs2 had_vhd incidents_nn2 of_io children_nn2 being_vbg	Australia	wlp_au_g03.txt	My Virgin experience as a Paedophile! � THE RANT NATION	General	http://therantnation.com/2012/08/07/my-virgin-experience-as-a-paedophile/	12340	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=52	104666012	104666013
