Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
256	SN8K	big row about this at work the other day yeah I thought you were supposed to yes so I I	'm sitting	there so so --ANONnameM comes up to me and some of the researchers are saying there 's a big issue	big_JJ row_NN1 about_II this_DD1 at_II work_NN1 the_AT other_JJ day_NNT1 yeah_UH I_PPIS1 thought_VVD you_PPY were_VBDR supposed_JJ to_TO yes_UH so_RR I_PPIS1 I_PPIS1	'm_VBM sitting_VVG	there_RL so_RR so_RR --ANONnameM_NP1 comes_VVZ up_II21 to_II22 me_PPIO1 and_CC some_DD of_IO the_AT researchers_NN2 are_VBR saying_VVG there_EX 's_VBZ a_AT1 big_JJ issue_NN1	Chatting with close friends over a bottle of wine	Discussing, explaining, inquiring, advising, requesting, making arrangements	Revised	Texts not in Sample release	S0255 S0317 S0318	3	2014-10-01	1:21:17	ANON and ANON's home	2014 Q4	2014	Close family, partners, very close friends	Skiing, kitchens, planning permission, children (adult), university, drinking alcohol, work, LinkedIn, psychometric testing, parties/celebrations, weather, Facebook, telephones, spam telephone calls, punctuation rules, CV’s, email providers, computers, Internet, conspiracy theories, British Armed Forces, Air Cadets, airplanes, helicopters, flying, wars, cars, modified cars, hypochondriac, rugby, sewing, hobbies, Rainbows (Girl Guiding), Christmas, moving house.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=255	7547382	7547383
257	SN8K	you 'd you 'd finish it if you were su- su- supposedly this is the story yeah yeah and I	was sitting	there at work and then --ANONnameM who who 's at work goes he says yeah that 's why Apple the	you_PPY 'd_VM you_PPY 'd_VM finish_VVI it_PPH1 if_CS you_PPY were_VBDR su-_FU su-_FU supposedly_RR this_DD1 is_VBZ the_AT story_NN1 yeah_UH yeah_UH and_CC I_PPIS1	was_VBDZ sitting_VVG	there_RL at_II work_NN1 and_CC then_RT --ANONnameM_NP1 who_PNQS who_PNQS 's_VBZ at_II work_NN1 goes_VVZ he_PPHS1 says_VVZ yeah_UH that_DD1 's_VBZ why_RRQ Apple_NN1 the_AT	Chatting with close friends over a bottle of wine	Discussing, explaining, inquiring, advising, requesting, making arrangements	Revised	Texts not in Sample release	S0255 S0317 S0318	3	2014-10-01	1:21:17	ANON and ANON's home	2014 Q4	2014	Close family, partners, very close friends	Skiing, kitchens, planning permission, children (adult), university, drinking alcohol, work, LinkedIn, psychometric testing, parties/celebrations, weather, Facebook, telephones, spam telephone calls, punctuation rules, CV’s, email providers, computers, Internet, conspiracy theories, British Armed Forces, Air Cadets, airplanes, helicopters, flying, wars, cars, modified cars, hypochondriac, rugby, sewing, hobbies, Rainbows (Girl Guiding), Christmas, moving house.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=256	7548227	7548228
258	SN8K	level the weight out so we were right at the front were n't we ? in the window yeah I	was sat	at on on the pilot 's shoulder virtually you were one side I was the other so we both had	level_VVI the_AT weight_NN1 out_RP so_RR we_PPIS2 were_VBDR right_JJ at_II the_AT front_NN1 were_VBDR n't_XX we_PPIS2 ?_YQUE in_II the_AT window_NN1 yeah_UH I_PPIS1	was_VBDZ sat_VVN	at_II on_II on_II the_AT pilot_NN1 's_GE shoulder_NN1 virtually_RR you_PPY were_VBDR one_MC1 side_NN1 I_PPIS1 was_VBDZ the_AT other_JJ so_CS we_PPIS2 both_RR had_VHD	Chatting with close friends over a bottle of wine	Discussing, explaining, inquiring, advising, requesting, making arrangements	Revised	Texts not in Sample release	S0255 S0317 S0318	3	2014-10-01	1:21:17	ANON and ANON's home	2014 Q4	2014	Close family, partners, very close friends	Skiing, kitchens, planning permission, children (adult), university, drinking alcohol, work, LinkedIn, psychometric testing, parties/celebrations, weather, Facebook, telephones, spam telephone calls, punctuation rules, CV’s, email providers, computers, Internet, conspiracy theories, British Armed Forces, Air Cadets, airplanes, helicopters, flying, wars, cars, modified cars, hypochondriac, rugby, sewing, hobbies, Rainbows (Girl Guiding), Christmas, moving house.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=257	7562141	7562142
259	SNAC	hands were like completely like g- the most painful I 've ever had in my life it was just I	was sat	at the top I did n't realise how cold I was cos I 'd been hiking for ages and at	hands_NN2 were_VBDR like_RR completely_RR like_II g-_FU the_AT most_RGT painful_JJ I_PPIS1 've_VH0 ever_RR had_VHN in_II my_APPGE life_NN1 it_PPH1 was_VBDZ just_RR I_PPIS1	was_VBDZ sat_VVN	at_II the_AT top_NN1 I_PPIS1 did_VDD n't_XX realise_VVI how_RGQ cold_JJ I_PPIS1 was_VBDZ cos_CS I_PPIS1 'd_VHD been_VBN hiking_VVG for_IF ages_NN2 and_CC at_II	Testing my new laptop with my brother and friend	Discussing, explaining, inquiring, complaining, advising, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0189 S0192 S0228	3	2014-08-19	0:40:00	In ANON's flat, Bedford	2014 Q3	2014	Friends, wider family circle	Social networking, computer maintenance, software and hardware, retro technology, working out, food & recipes, YouTube, mixed martial arts, TVs, mine & ANON's history, clothes, South Korea, hiking, healthy eating, journeys & distances, school, neighbours, local news, golf, horse riding, animals 	T12	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=258	7607818	7607819
260	SNAC	buggy one they 're fucking electric they 're not even pushing them what 's that athletic about golf mate you	're standing	still just twisting at the hips it 's quite have you played golf once yeah it was shit --UNCLEARWORD kind	buggy_NN1 one_PN1 they_PPHS2 're_VBR fucking_RR electric_JJ they_PPHS2 're_VBR not_XX even_RR pushing_VVG them_PPHO2 what_DDQ 's_VBZ that_DD1 athletic_JJ about_II golf_NN1 mate_NN1 you_PPY	're_VBR standing_VVG	still_JJ just_RR twisting_VVG at_II the_AT hips_NN2 it_PPH1 's_VBZ quite_RR have_VH0 you_PPY played_VVN golf_NN1 once_RR yeah_UH it_PPH1 was_VBDZ shit_NN1 --UNCLEARWORD_FU kind_NN1	Testing my new laptop with my brother and friend	Discussing, explaining, inquiring, complaining, advising, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0189 S0192 S0228	3	2014-08-19	0:40:00	In ANON's flat, Bedford	2014 Q3	2014	Friends, wider family circle	Social networking, computer maintenance, software and hardware, retro technology, working out, food & recipes, YouTube, mixed martial arts, TVs, mine & ANON's history, clothes, South Korea, hiking, healthy eating, journeys & distances, school, neighbours, local news, golf, horse riding, animals 	T12	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=259	7610286	7610287
261	SNCP	dribble ? --ANONnameM identifies himself as --UNCLEARWORD what did he just say that ? that 's disgusting oh --ANONnameF you	're sitting	right next to the toilet I 'll sit over here you can not make fun is he still there ?	dribble_VVI ?_YQUE --ANONnameM_NP1 identifies_VVZ himself_PPX1 as_CSA --UNCLEARWORD_FU what_DDQ did_VDD he_PPHS1 just_RR say_VVI that_DD1 ?_YQUE that_DD1 's_VBZ disgusting_JJ oh_UH --ANONnameF_NP1 you_PPY	're_VBR sitting_VVG	right_RR next_II21 to_II22 the_AT toilet_NN1 I_PPIS1 'll_VM sit_VVI over_RL21 here_RL22 you_PPY can_VM not_XX make_VVI fun_NN1 is_VBZ he_PPHS1 still_RR there_EX ?_YQUE	Group of friends talking about some topics interesting to us in a café	Discussing, explaining, complaining, advising, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0402 S0405 S0554 S0555 S0556	5	2015-12-15	0:44:17	Tesco Café, Slough	2015 Q4	2015	Friends, wider family circle	Personal identity, food/eating habits, work/jobs/minimum wage, ethnicity, comics, pets, favourite Christmas movie, feminism, sexuality, gender 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=260	7644088	7644089
262	SNE5	we thought we 'd go it 'd be interesting to see how much interest I 've had cos it 's	been sitting	there for a long time without me going there it 'll be a lot oh it will be well we	we_PPIS2 thought_VVD we_PPIS2 'd_VM go_VVI it_PPH1 'd_VM be_VBI interesting_JJ to_TO see_VVI how_RGQ much_DA1 interest_NN1 I_PPIS1 've_VH0 had_VHN cos_CS it_PPH1 's_VHZ	been_VBN sitting_VVG	there_RL for_IF a_AT1 long_JJ time_NNT1 without_IW me_PPIO1 going_VVG there_RL it_PPH1 'll_VM be_VBI a_AT1 lot_NN1 oh_UH it_PPH1 will_VM be_VBI well_RR we_PPIS2	Family and very close friend meet for morning coffee	Discussing, Explaining, inquiring, complaining, advising, requesting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0391 S0392 S0393 S0397	4	2015-04-01	1:02:33	In a café	2015 Q2	2015	Close family, partners, very close friends	coffee shops, Healthcare, volunteering, technology, food and drink, sport, events, word derivations, TV, popular culture, other people, gifts, mind and spirituality, recent events, cars, advertising, making arrangements, public transport, music, gardening, marketing, future plans, animals, glasses, politics, banknotes, electricity, accents, local events, reminiscing, contents of bag	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=261	7663319	7663320
263	SNE5	and saying people like confident to do it except on our south west train journey where they were ale man	were standing	and when we got up he said you 're the only people talking on that train are n't you and	and_CC saying_VVG people_NN like_II confident_JJ to_TO do_VDI it_PPH1 except_II on_II our_APPGE south_ND1 west_ND1 train_NN1 journey_NN1 where_RRQ they_PPHS2 were_VBDR ale_NN1 man_NN1	were_VBDR standing_VVG	and_CC when_CS we_PPIS2 got_VVD up_RP he_PPHS1 said_VVD you_PPY 're_VBR the_AT only_JJ people_NN talking_VVG on_II that_DD1 train_NN1 are_VBR n't_XX you_PPY and_CC	Family and very close friend meet for morning coffee	Discussing, Explaining, inquiring, complaining, advising, requesting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0391 S0392 S0393 S0397	4	2015-04-01	1:02:33	In a café	2015 Q2	2015	Close family, partners, very close friends	coffee shops, Healthcare, volunteering, technology, food and drink, sport, events, word derivations, TV, popular culture, other people, gifts, mind and spirituality, recent events, cars, advertising, making arrangements, public transport, music, gardening, marketing, future plans, animals, glasses, politics, banknotes, electricity, accents, local events, reminiscing, contents of bag	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=262	7663643	7663644
264	SNJP	pot still bubbling and you 'll get it out and it 'll bubble for another couple of minutes while it	's sitting	it 's actually kind of tedious because you want it yeah and you have to wait for it to stop	pot_NN1 still_RR bubbling_JJ and_CC you_PPY 'll_VM get_VVI it_PPH1 out_RP and_CC it_PPH1 'll_VM bubble_VVI for_IF another_DD1 couple_NN1 of_IO minutes_NNT2 while_CS it_PPH1	's_VBZ sitting_VVG	it_PPH1 's_VBZ actually_RR kind_NN1 of_IO tedious_JJ because_CS you_PPY want_VV0 it_PPH1 yeah_UH and_CC you_PPY have_VH0 to_TO wait_VVI for_IF it_PPH1 to_TO stop_VVI	A meal for my father's 55th birthday	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0190 S0192 S0227	3	2014-09-26	2:32:07	In an Indian restaurant in Rushden	2014 Q3	2014	Close family, partners, very close friends	Weddings, extended family, invitations, seating arrangements, idyllic marriage, food, Italian food, spice, university, PhDs, working abroad, life experience, having children, recordings, pidgins & creoles, grammar, linguistics, language, vocabulary, orthography, flat adverbs, French, shellfish, South Korean food, visiting Devon, grandparents, liver, disgusting foods, Hannibal TV show, birthdays, place names, compounds, Spanish & language learning, travel,  countries visited, desserts, sickness, near-death experiences, saltwater crocodiles, landslides, death, health, anxiety, satellite navigation, annoying neighbors, parties, garden fires, ghosting, being full, recordings, restaurants, eating out, cooking VS washing up, frugality, waking up, shoes,	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=263	7702754	7702755
265	SNXG	well he was laughing his head off and we were like what ? what ? and he 's like just	been sat	on the step outside for fifteen minutes stroking Rosie oh he was laughing his head off it 's funny though	well_RR he_PPHS1 was_VBDZ laughing_VVG his_APPGE head_NN1 off_RP and_CC we_PPIS2 were_VBDR like_RR what_DDQ ?_YQUE what_DDQ ?_YQUE and_CC he_PPHS1 's_VHZ like_RR just_RR	been_VBN sat_VVN	on_II the_AT step_NN1 outside_RL for_IF fifteen_MC minutes_NNT2 stroking_VVG Rosie_NP1 oh_UH he_PPHS1 was_VBDZ laughing_VVG his_APPGE head_NN1 off_RP it_PPH1 's_VBZ funny_JJ though_RR	Best friends catching up. (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-01-31	1:54:01	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q1	2015	Close family, partners, very close friends	). Napping, Music discussions, Other friends, Laughing at old pictures, Arguing…, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=264	7849997	7849998
266	SP45	there 's a kitchen window that looks out and one time I saw this hooded figure from the window who	was standing	at the end of the drive and there was like no one else around so it was in the middle	there_EX 's_VBZ a_AT1 kitchen_NN1 window_NN1 that_CST looks_VVZ out_RP and_CC one_MC1 time_NNT1 I_PPIS1 saw_VVD this_DD1 hooded_JJ figure_NN1 from_II the_AT window_NN1 who_PNQS	was_VBDZ standing_VVG	at_II the_AT end_NN1 of_IO the_AT drive_NN1 and_CC there_EX was_VBDZ like_II no_PN121 one_PN122 else_RR around_RG so_RR it_PPH1 was_VBDZ in_II the_AT middle_NN1	Old houses and ghosts	Discussing, explaining, inquiring, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0652 S0653 S0654 S0655	4	2016-01-16	0:13:20	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	About the day at Purton Green, old houses, ghosts	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=265	7968371	7968372
267	SP5U	the camping site we were having fun and boys of seventeen and eighteen just do silly things I had --ANONnameM	was standing	on the front bumper along with his mate and we had three on the running boards each side and four	the_AT camping_NN1 site_NN1 we_PPIS2 were_VBDR having_VHG fun_NN1 and_CC boys_NN2 of_IO seventeen_MC and_CC eighteen_MC just_RR do_VD0 silly_JJ things_NN2 I_PPIS1 had_VHD --ANONnameM_NP1	was_VBDZ standing_VVG	on_II the_AT front_JJ bumper_NN1 along_II21 with_II22 his_APPGE mate_NN1 and_CC we_PPIS2 had_VHD three_MC on_II the_AT running_JJ boards_NN2 each_DD1 side_NN1 and_CC four_MC	Back after shopping	Discussing 	Revised	Texts within Sample release	S0012 S0013	2	2014-10-03	0:29:43	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=266	7979597	7979598
268	SP67	yeah cos I do n't need the two back rooms you see uh yeah when I when I if I	'm sitting	here I only use this in the kitchen so if I close that yeah um things like you know the	yeah_UH cos_CS I_PPIS1 do_VD0 n't_XX need_VVI the_AT two_MC back_NN1 rooms_NN2 you_PPY see_VV0 uh_UH yeah_UH when_CS I_PPIS1 when_CS I_PPIS1 if_CS I_PPIS1	'm_VBM sitting_VVG	here_RL I_PPIS1 only_RR use_VV0 this_DD1 in_II the_AT kitchen_NN1 so_RR if_CS I_PPIS1 close_VV0 that_DD1 yeah_UH um_UH things_NN2 like_II you_PPY know_VV0 the_AT	ANON and ANON talking while eating dinner	Discussing, explaining	Original	Texts within Sample release	S0037 S0115	2	2012-04-01	0:25:59	ANON and ANON’s home, Cambridge	2012 Q2	2012	Close family, partners, very close friends	Music, friends, gardening, weather	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=267	8003926	8003927
269	SP9Z	you know as I said would would come they would they would be at the bidding of the people who	were sitting	around it okay I 'm o- I 'm still sceptical but erm well I I was n't there I mean	you_PPY know_VV0 as_CSA I_PPIS1 said_VVD would_VM would_VM come_VVI they_PPHS2 would_VM they_PPHS2 would_VM be_VBI at_II the_AT bidding_NN1 of_IO the_AT people_NN who_PNQS	were_VBDR sitting_VVG	around_II it_PPH1 okay_RR I_PPIS1 'm_VBM o-_FU I_PPIS1 'm_VBM still_RR sceptical_JJ but_CCB erm_UH well_RR I_PPIS1 I_PPIS1 was_VBDZ n't_XX there_RL I_PPIS1 mean_VV0		Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0684 S0685 S0686	3	2016-06-16	0:42:28	Car journey between Aberystwyth, Wales and Cornwall	2016 Q2	2016	Close family, partners, very close friends	Education, ghosts	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=268	8060371	8060372
270	SPTQ	erm for four pound thirty-six and why not ? well I think it 's the type of people they 'd	be sitting	amongst I mean they really do n't you think so ? no no so you do n't think they 're	erm_UH for_IF four_MC pound_NN1 thirty-six_MC and_CC why_RRQ not_XX ?_YQUE well_RR I_PPIS1 think_VV0 it_PPH1 's_VBZ the_AT type_NN1 of_IO people_NN they_PPHS2 'd_VM	be_VBI sitting_VVG	amongst_II I_PPIS1 mean_VV0 they_PPHS2 really_RR do_VD0 n't_XX you_PPY think_VVI so_RR ?_YQUE no_UH no_UH so_RR you_PPY do_VD0 n't_XX think_VVI they_PPHS2 're_VBR	Friends talking about news, personal situation	Discussing, explaining, inquiring, anecdote telling	Revised	Texts within Sample release	S0281 S0355	2	2015-01-18	0:28:38	Restaurant, Brighton	2015 Q1	2015	Friends, wider family circle	health, Green Party, jobs, boot sales, relationships.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=269	8181116	8181117
